,2015-8-24,http://www.apinpai.com/,我;张国荣;80;励志,  273,1447.1700
827,2015-12-3,http://www.movie.com/bor/12386／,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;,,
828,2015-4-28,http://info.tianya.cn,给所有知道我名字的人;赵传;80;励志,282.0,1373.53
829,2015-7-14,http://www.wuhan58.com/index.php,拔萝卜;小蓓蕾组合;90;儿歌,264.0,447.48
830,2015-6-3,http://www.ezxun.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,190.0,1645.92
831,2015-8-15,http://beijing.faxinxi.cn/,拔萝卜;小蓓蕾组合;90;儿歌,124.0,1672.51
832,2015-12-15,http://www.movie.com/bor/12386／,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
833,2015-12-3,http://www.movie.com/bor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
834,2015-3-27,http://www.99inf.com/,像我一样骄傲;赵传;80;励志,96.0,1074.02
835,2015-3-9,http://www.wanxn.com/,星;邓丽君;80;励志,8.0,825.42
836,2015-7-8,http://www.wuhan58.com/index.php,my way;张敬轩;90;励志,208.0,1439.45
837,2015-12-23,http://www.movie.com/bor/12386／,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
838,2015-4-3,http://www.alifenfen.com/,星;邓丽君;80;励志,227.0,230.15
839,2015-4-4,http://www.apinpai.com/,the climb;miley cyrus;80;励志,120.0,112.21
840,2015-8-1,http://beijing.hand2hand.cn/,逃脱;李玟;90;伤感,115.0,1541.61
841,2015-12-18,http://www.movie.com/bor/12386／,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
842,2015-5-25,http://www.010y.com/,光辉岁月;beyond;80;励志,224.0,1469.56
843,2015-5-12,http://www.jieu.com/,屋顶;温岚;80;励志,254.0,460.47
844,2015-8-12,http://www.ezxun.com/,路...一直都在;陈奕迅;90;励志,92.0,575.13
845,2015-4-20,http://bj.qu114.com/,屋顶;温岚;80;励志,66.0,1482.34
846,2015-4-13,http://www.ezxun.com/,我;张国荣;80;励志,185.0,1722.56
847,2015-6-28,http://www.mouxiao.com/,我;张国荣;80;励志,239.0,130.53
848,2015-12-9,http://www.movie.com/bor/,《爱之初体验》;2015.8.7;2015.8.23;上海锦瑟天下影视有限公司;海涛;张超，李晓峰，张瑶，吴大维，屈菁菁，刘雅瑟，乔曦;喜剧/爱情;票房（万）321.7 ;4.7 ;,,
849,2015-5-19,http://info.tianya.cn,路...一直都在;陈奕迅;90;励志,112.0,926.41
850,2015-8-20,http://www.waaku.com/,数鸭子;少儿歌曲;90;儿歌,217.0,991.97
851,2015-12-25,http://www.movie.com/bor/12386／,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
852,2015-6-1,http://www.alifenfen.com/,从头再来;刘欢;90;励志,17.0,1411.43
853,2015-3-17,http://www.waaku.com/,永远不要说放弃;童安格;80;励志,82.0,1618.01
854,2015-12-7,http://www.movie.com/dor/,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;,,
855,2015-5-7,http://www.qudee.com/,同道中人;张国荣;80;励志,8.0,1821.87
856,2015-3-14,http://www.jieu.com/,the climb;miley cyrus;80;励志,286.0,946.01
857,2015-3-5,http://www.qiyi123.com/,逃脱;李玟;90;伤感,209.0,545.04
858,2015-3-22,http://www.qiyi123.com/,加油;林俊杰/mc hotdog;90;励志,273.0,625.99
859,2015-4-27,http://www.alifenfen.com/,从头再来;刘欢;90;励志,265.0,1035.99
860,2015-12-7,http://www.movie.com/dor/,《前任2：备胎反击战》;2015.11.6;2015.12.20;华谊兄弟传媒股份有限公司、新圣堂影业;田羽生;郑恺，郭采洁，张艺兴，王传君;爱情，喜剧;票房（万）25200.2 ;5.0 ;,,
861,2015-7-7,http://www.denghuo.com/,来来回回;陈楚生&spy.c;90;伤感,113.0,1923.65
862,2015-12-22,http://www.movie.com/bor/12386／,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;,,
863,2015-7-2,http://www.ezxun.com/,数鸭子;少儿歌曲;90;儿歌,213.0,402.86
864,2015-6-17,http://www.denghuo.com/,my way;张敬轩;90;励志,72.0,1159.68
865,2015-3-22,http://bj.454.cn/,永远不要说放弃;童安格;80;励志,96.0,82.61
866,2015-6-13,http://www.wanxn.com/,空壳;陈慧敏;90;伤感,145.0,1425.03
867,2015-5-11,http://www.wuhan58.com/index.php,借我;谢春花;90;伤感,178.0,1176.61
868,2015-12-24,http://www.movie.com/dor/,《百团大战》;2015.8.28;2015.10.11;八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司;宁海强，张玉中;陶泽如，刘之冰，印小天，吴越，唐国强，王伍福;战争/历史;票房（万）41367.3 ;4.7 ;,,
869,2015-12-9,http://www.movie.com/dor/,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
870,2015-12-18,http://www.movie.com/dor/,《分手再说我爱你》;2015.12.24;2016.1.17;爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司;叶念琛;方力申，邓丽欣;爱情、剧情;票房（万）1273.2 ;6.5 ;,,
871,2015-6-1,http://www.waaku.com/,story of my life;bon jovi;90;励志,12.0,1715.56
872,2015-12-2,http://www.movie.com/dor/,《全能_爸》;2015.3.5;2015.3.22;河南弘星、北京弘星、杭州寰耀;董春泽;罗京民，孙波，于非，马燕，赵丽，卢思佚，米明杰，贾志;亲情励志喜剧;票房（万）83.0 ;,,
873,2015-7-18,http://www.mouxiao.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,79.0,1311.76
874,2015-5-1,http://beijing.faxinxi.cn/,给所有知道我名字的人;赵传;80;励志,123.0,620.93
875,2015-8-7,http://info.tianya.cn,从头再来;刘欢;90;励志,180.0,1080.08
876,2015-3-28,http://beijing.faxinxi.cn/,小兔子乖乖;小蓓蕾组合;90;儿歌,42.0,1601.33
877,2015-4-9,http://www.denghuo.com/,the climb;miley cyrus;80;励志,7.0,427.46
878,2015-6-26,http://www.wuhan58.com/index.php,从头再来;刘欢;90;励志,249.0,1637.78
879,2015-4-30,http://www.010y.com/,借我;谢春花;90;伤感,284.0,1790.19
880,2015-3-4,http://www.alifenfen.com/,加油;林俊杰/mc hotdog;90;励志,136.0,142.22
881,2015-5-5,http://www.favolist.com/,拔萝卜;小蓓蕾组合;90;儿歌,222.0,916.84
882,2015-5-6,http://bj.454.cn/,我心是海洋;蔡琴;80;励志,94.0,1200.98
883,2015-12-22,http://www.movie.com/bor/12386／,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
884,2015-4-28,http://www.yifawang.cn/,小兔子乖乖;小蓓蕾组合;90;儿歌,172.0,159.75
885,2015-12-14,http://www.movie.com/dor/,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;,,
886,2015-8-12,http://www.waaku.com/,逃脱;李玟;90;伤感,6.0,342.03
887,2015-12-1,http://www.movie.com/dor/,《浪漫天降》;2015.10.23;2015.11.8;;宁瀛;夏雨，关晓彤，邱泽;浪漫，爱情，喜剧;票房（万）785.2 ;4.1 ;,,
888,2015-12-9,http://www.movie.com/bor/,《紫霞》;2015.12.11;2015.12.27;映代码公司;苗述;徐洁儿，袁晓超，刘承俊，洪天照，刘永健，谭赫，肖红，金晶，谢沅江;爱情，奇幻;票房（万）49.1 ;2.4 ;,,
889,2015-4-12,http://bj.454.cn/,逃脱;李玟;90;伤感,27.0,414.36
890,2015-4-2,http://bj.454.cn/,像我一样骄傲;赵传;80;励志,126.0,788.41
891,2015-7-15,http://www.alifenfen.com/,星;邓丽君;80;励志,11.0,1469.82
892,2015-6-7,http://www.qudee.com/,the climb;miley cyrus;80;励志,275.0,803.58
893,2015-3-15,http://www.apinpai.com/,the climb;miley cyrus;80;励志,169.0,885.95
894,2015-7-7,http://www.010y.com/,一起走过的日子;刘德华;80;伤感,94.0,1715.16
895,2015-7-16,http://www.apinpai.com/,空壳;陈慧敏;90;伤感,30.0,1338.17
896,2015-8-20,http://www.wanxn.com/,借过;容祖儿;90;伤感,205.0,1969.51
897,2015-4-23,http://www.wuhan58.com/index.php,小兔子乖乖;小蓓蕾组合;90;儿歌,155.0,468.79
898,2015-5-29,http://www.apinpai.com/,路...一直都在;陈奕迅;90;励志,89.0,618.93
899,2015-5-7,http://www.apinpai.com/,the climb;miley cyrus;80;励志,75.0,893.95
900,2015-5-20,http://www.qiyi123.com/,忘记拥抱;a-lin;80;伤感,260.0,812.84
901,2015-12-21,http://www.movie.com/bor/,《失孤》;2015.3.20;2015.5.3;华谊兄弟传媒集团、源合圣影视、映艺娱乐;彭三源;刘德华，井柏然，梁家辉，吴君如;剧情、社会;票房（万）21617.9 ;6.4 ;,,
902,2015-12-17,http://www.movie.com/bor/12386／,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;,,
903,2015-12-14,http://www.movie.com/bor/,《百团大战》;2015.8.28;2015.10.11;八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司;宁海强，张玉中;陶泽如，刘之冰，印小天，吴越，唐国强，王伍福;战争/历史;票房（万）41367.3 ;4.7 ;,,
904,2015-7-23,http://www.99inf.com/,星;邓丽君;80;励志,269.0,765.55
905,2015-4-15,http://www.jieu.com/,借我;谢春花;90;伤感,193.0,1846.52
906,2015-5-9,http://www.ezxun.com/,同道中人;张国荣;80;励志,271.0,661.57
907,2015-7-8,http://www.qiyi123.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,225.0,1555.57
908,2015-4-24,http://www.alifenfen.com/,我;张国荣;80;励志,34.0,1856.74
909,2015-3-9,http://www.waaku.com/,壮志雄心;李克勤;90;励志,129.0,1064.3
910,2015-3-27,http://beijing.hand2hand.cn/,像我一样骄傲;赵传;80;励志,147.0,307.39
911,2015-7-6,http://www.mouxiao.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,126.0,746.51
912,2015-12-23,http://www.movie.com/bor/,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
913,2015-12-7,http://www.movie.com/bor/12386／,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
914,2015-5-19,http://www.yifawang.cn/,借我;谢春花;90;伤感,86.0,487.19
915,2015-7-7,http://www.alifenfen.com/,给所有知道我名字的人;赵传;80;励志,58.0,1618.56
916,2015-7-22,http://bj.454.cn/,firework;katy perry;90;励志,272.0,1973.85
917,2015-7-18,http://www.qudee.com/,壮志雄心;李克勤;90;励志,252.0,457.81
918,2015-12-16,http://www.movie.com/bor/,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;,,
919,2015-5-30,http://www.jieu.com/,同道中人;张国荣;80;励志,98.0,1600.6
920,2015-8-11,http://www.010y.com/,无悔这一生;beyond;80;励志,88.0,80.05
921,2015-12-19,http://www.movie.com/bor/,《既然青春留不住》;2015.10.23;2015.11.22;杭州和润影视有限公司;田蒙;张翰，陈乔恩，王啸坤，施予斐，贾盛强，廖娟;喜剧、爱情;票房（万）5020.3 ;4.5 ;,,
922,2015-5-16,http://beijing.faxinxi.cn/,感恩的心;欧阳菲菲;90;励志,176.0,999.74
923,2015-12-8,http://www.movie.com/bor/,《一路惊喜》;2015.2.6;2015.3.8;万达影视传媒有限公司;金依萌/潘安子/章家瑞/宋迪;郭采洁，萧敬腾，赵丽颖，凤小岳，夏雨，梅婷，蓝燕，林家栋，张译，大鹏，蒋劲夫，孙艺洲，张辛苑，阚清子，刘维，乔杉;喜剧/爱情/家庭;票房（万）6974.6 ;5.0 ;,,
924,2015-5-4,http://info.tianya.cn,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,159.0,126.11
925,2015-4-29,http://www.010y.com/,一起走过的日子;刘德华;80;伤感,64.0,860.43
926,2015-7-29,http://bj.454.cn/,同道中人;张国荣;80;励志,242.0,1217.9
927,2015-5-21,http://www.mouxiao.com/,星;邓丽君;80;励志,64.0,1293.92
928,2015-5-29,http://www.010y.com/,光辉岁月;beyond;80;励志,275.0,381.54
929,2015-8-25,http://www.qudee.com/,我;张国荣;80;励志,142.0,1784.63
930,2015-7-15,http://www.yifawang.cn/,让我们荡起双桨;小蓓蕾组合;90;儿歌,119.0,1437.08
931,2015-6-7,http://info.tianya.cn,壮志雄心;李克勤;90;励志,45.0,1243.89
932,2015-7-22,http://www.qudee.com/,story of my life;bon jovi;90;励志,23.0,1917.11
933,2015-3-25,http://www.99inf.com/,空壳;陈慧敏;90;伤感,31.0,1738.08
934,2015-6-2,http://www.qudee.com/,数鸭子;少儿歌曲;90;儿歌,19.0,1766.99
935,2015-8-11,http://www.qiyi123.com/,我;张国荣;80;励志,173.0,1093.19
936,2015-3-25,http://www.wanxn.com/,忘记拥抱;a-lin;80;伤感,260.0,1098.3
937,2015-8-5,http://www.qudee.com/,firework;katy perry;90;励志,211.0,1038.05
938,2015-12-21,http://www.movie.com/dor/,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
939,2015-12-10,http://www.movie.com/dor/,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
940,2015-6-27,http://www.qudee.com/,数鸭子;少儿歌曲;90;儿歌,70.0,581.84
941,2015-4-9,http://www.jieu.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,190.0,540.02
942,2015-7-28,http://www.jieu.com/,匿名的好友;杨丞琳;90;伤感,98.0,876.4
943,2015-7-3,http://beijing.hand2hand.cn/,借过;容祖儿;90;伤感,221.0,1612.82
944,2015-8-5,http://www.99inf.com/,星;邓丽君;80;励志,139.0,219.69
945,2015-12-25,http://www.movie.com/bor/12386／,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
946,2015-5-16,http://www.qiyi123.com/,让我们荡起双桨;小蓓蕾组合;90;儿歌,270.0,432.34
947,2015-7-17,http://www.qudee.com/,空壳;陈慧敏;90;伤感,183.0,1002.97
948,2015-6-2,http://www.denghuo.com/,匿名的好友;杨丞琳;90;伤感,70.0,1685.24
949,2015-3-1,http://www.waaku.com/,the climb;miley cyrus;80;励志,234.0,1333.46
950,2015-12-28,http://www.movie.com/bor/12386／,《破风》;2015.8.7;2015.9.13;恒大影视文化有限公司;林超贤;彭于晏，窦骁，崔始源，王珞丹，陈家乐，欧阳娜娜，连凯;剧情、运动、爱情;票房（万）14529.1 ;7.2 ;,,
951,2015-7-31,http://bj.454.cn/,空壳;陈慧敏;90;伤感,10.0,898.04
952,2015-12-23,http://www.movie.com/bor/12386／,《闯入者》;2015.4.30;2015.5.24;冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团;王小帅;吕中，秦海璐，冯远征，秦昊，石榴;剧情、犯罪;票房（万）1003.6 ;7.6 ;,,
953,2015-12-22,http://www.movie.com/bor/,《将错就错》;2015.3.5;2015.3.29;中国电影股份有限公司等;王宁;小沈阳，田亮，陈小春，熊黛林;爱情、喜剧;票房（万）3937.4 ;3.8 ;,,
954,2015-5-7,http://info.tianya.cn,感恩的心;欧阳菲菲;90;励志,127.0,585.13
955,2015-5-8,http://bj.qu114.com/,永远不要说放弃;童安格;80;励志,287.0,553.95
956,2015-3-2,http://www.jieu.com/,采蘑菇的小姑娘;小蓓蕾组合;90;儿歌,16.0,130.41
957,2015-5-5,http://beijing.faxinxi.cn/,借我;谢春花;90;伤感,100.0,495.61
958,2015-5-30,http://www.alifenfen.com/,拔萝卜;小蓓蕾组合;90;儿歌,288.0,225.22
959,2015-4-14,http://www.ezxun.com/,空壳;陈慧敏;90;伤感,173.0,1389.76
960,2015-12-13,http://www.movie.com/dor/,《百团大战》;2015.8.28;2015.10.11;八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司;宁海强，张玉中;陶泽如，刘之冰，印小天，吴越，唐国强，王伍福;战争/历史;票房（万）41367.3 ;4.7 ;,,
961,2015-6-19,http://www.mouxiao.com/,感恩的心;欧阳菲菲;90;励志,255.0,1341.87
962,2015-8-14,http://www.qiyi123.com/,最冷一天;陈奕迅;90;伤感,79.0,131.02
963,2015-6-9,http://www.denghuo.com/,加油;林俊杰/mc hotdog;90;励志,25.0,1655.27
964,2015-7-11,http://www.denghuo.com/,数鸭子;少儿歌曲;90;儿歌,169.0,1655.75
965,2015-12-10,http://www.movie.com/bor/12386／,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
966,2015-6-25,http://www.qudee.com/,星;邓丽君;80;励志,233.0,613.93
967,2015-12-20,http://www.movie.com/bor/12386／,《少年班》;2015.6.19;2015.7.19;工夫影业；华谊兄弟;肖洋;孙红雷，周冬雨，董子健，王栎鑫，李佳奇，夏天，王森;青春、校园、喜剧;票房（万）5068.7 ;5.7 ;,,
968,2015-7-31,http://www.wanxn.com/,忘记拥抱;a-lin;80;伤感,204.0,414.31
969,2015-7-16,http://www.qiyi123.com/,my way;张敬轩;90;励志,62.0,449.93
970,2015-12-4,http://www.movie.com/dor/,《万物生长》;2015.4.17;2015.5.24;北京劳雷影业、杭州果麦文化传媒、北京联瑞影业;李玉;范冰冰，韩庚，沙溢，吴莫愁，杨迪，齐溪，张博宇，沈婷婷，李梦，雷恪生，吕行;爱情、剧情、校园、喜剧;票房（万）14831.8 ;5.8 ;,,
971,2015-7-13,http://bj.qu114.com/,路...一直都在;陈奕迅;90;励志,50.0,1155.12
972,2015-7-4,http://www.wanxn.com/,我;张国荣;80;励志,277.0,1938.22
973,2015-7-6,http://www.apinpai.com/,my way;张敬轩;90;励志,120.0,1009.16
974,2015-7-8,http://bj.qu114.com/,无悔这一生;beyond;80;励志,206.0,1354.42
975,2015-12-19,http://www.movie.com/bor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
976,2015-3-31,http://beijing.faxinxi.cn/,匿名的好友;杨丞琳;90;伤感,31.0,142.67
977,2015-7-10,http://www.010y.com/,借我;谢春花;90;伤感,185.0,962.99
978,2015-6-1,http://www.mouxiao.com/,路...一直都在;陈奕迅;90;励志,130.0,711.01
979,2015-5-3,http://www.mouxiao.com/,感恩的心;欧阳菲菲;90;励志,271.0,1603.2
980,2015-5-1,http://www.jieu.com/,最冷一天;陈奕迅;90;伤感,220.0,1163.71
981,2015-4-24,http://bj.454.cn/,数鸭子;少儿歌曲;90;儿歌,278.0,1817.89
982,2015-4-8,http://www.99inf.com/,给所有知道我名字的人;赵传;80;励志,157.0,306.07
983,2015-4-22,http://www.010y.com/,屋顶;温岚;80;励志,146.0,1662.81
984,2015-12-14,http://www.movie.com/bor/,《简单爱》;2015.7.3;2015.7.19;中视合利（北京）文化投资有限公司一鸣影业公司（美国）;崔龄燕;许绍洋，张琳，谢雨芩，石铭熙;都市浪漫爱情喜剧;票房（万）21.7 ;,,
985,2015-12-28,http://www.movie.com/dor/,《怦然星动》;2015.12.3;2016.1.10;欢瑞世纪，嘉行传媒，青春光线;陈国辉;杨幂，李易峰，陈数，王耀庆，迪丽热巴，张云龙;都市，爱情，喜剧;票房（万）15973.9 ;4.3 ;,,
986,2015-4-1,http://www.mouxiao.com/,逃脱;李玟;90;伤感,146.0,178.48
987,2015-12-30,http://www.movie.com/bor/12386／,《最美的时候遇见你》;2015.12.11;2015.12.27;广州遐迩文化传播有限公司;吴娜;谭松韵，罗云熙;校园，爱情，喜剧;票房（万）156.2 ;5.5 ;,,
988,2015-12-13,http://www.movie.com/bor/12386／,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
989,2015-5-13,http://www.waaku.com/,太阳星辰;张学友;80;励志,83.0,1026.53
990,2015-7-13,http://www.wanxn.com/,像我一样骄傲;赵传;80;励志,287.0,1983.04
991,2015-4-7,http://www.qiyi123.com/,感恩的心;欧阳菲菲;90;励志,198.0,1295.56
992,2015-5-13,http://beijing.faxinxi.cn/,小兔子乖乖;小蓓蕾组合;90;儿歌,68.0,493.33
993,2015-3-22,http://beijing.hand2hand.cn/,来来回回;陈楚生&spy.c;90;伤感,142.0,642.77
994,2015-3-6,http://www.yifawang.cn/,给所有知道我名字的人;赵传;80;励志,217.0,899.74
995,2015-12-6,http://www.movie.com/dor/,《坏蛋必须死》;2015.11.27;2015.12.20;北京新力量、华谊兄弟、南京大道行知;孙皓;陈柏霖，孙艺珍，乔振宇，申贤俊，张光，杨旭文，丁文博，朴哲民;喜剧，悬疑，旅行，爱情;票房（万）4705.4 ;6.0 ;,,
996,2015-4-11,http://beijing.faxinxi.cn/,我心是海洋;蔡琴;80;励志,16.0,1923.71
997,2015-12-14,http://www.movie.com/dor/,《冲上云霄》;2015.2.19;2015.3.29;寰亚电影制作有限公司;叶伟信，邹凯光;古天乐，郑秀文，吴镇宇，张智霖，佘诗曼，郭采洁;剧情，爱情;票房（万）15631.3 ;4.4 ;,,
998,2015-7-2,http://www.jieu.com/,星;邓丽君;80;励志,67.0,1520.5
999,2015-3-16,http://bj.qu114.com/,忘记拥抱;a-lin;80;伤感,202.0,499.37
1000,2015-4-30,http://www.wanxn.com/,爱让世界更美;童安格;90;励志,175.0,762.84
1001,2015-4-8,http://info.tianya.cn,无悔这一生;beyond;80;励志,88.0,1587.01
1002,2015-4-13,http://info.tianya.cn,小兔子乖乖;小蓓蕾组合;90;儿歌,145.0,1279.88
1003,2015-12-14,http://www.movie.com/bor/12386／,《恶棍天使》;2015.12.24;2016.2.13;天津橙子映像传媒有限公司、北京光线影业有限公司;邓超、俞白眉;邓超，孙俪，梁超，代乐乐;喜剧/荒诞/爱情;票房（万）64959.0 ;4.0 ;,,
1004,2015-5-11,http://www.wuhan58.com/index.php,匿名的好友;杨丞琳;90;伤感,87.0,1224.2
1005,2015-3-8,http://www.apinpai.com/,借过;容祖儿;90;伤感,18.0,1270.2
1006,2015-12-15,http://www.movie.com/bor/,《爱情魔发师》;2015.7.17;2015.8.2;北京仁和博纳文化传媒有限公司;倾海;游游，张燃，朱咪咪，黄一飞，崔浩博，王子轩;喜剧 / 爱情;票房（万）20.3 ;3.8 ;,,
1007,2015-4-12,http://www.jieu.com/,给所有知道我名字的人;赵传;80;励志,44.0,1318.94
1008,2015-8-1,http://www.apinpai.com/,借过;容祖儿;90;伤感,254.0,1784.04
1009,2015-6-25,http://www.jieu.com/,借过;容祖儿;90;伤感,107.0,988.59
1010,2015-5-2,http://www.favolist.com/,从头再来;刘欢;90;励志,108.0,670.5
1011,2015-6-27,http://beijing.hand2hand.cn/,借我;谢春花;90;伤感,180.0,1581.06
1012,2015-12-2,http://www.movie.com/dor/,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
1013,2015-7-16,http://www.mouxiao.com/,太阳星辰;张学友;80;励志,69.0,1357.62
1014,2015-5-16,http://www.waaku.com/,同道中人;张国荣;80;励志,129.0,1508.95
1015,2015-8-15,http://www.waaku.com/,星;邓丽君;80;励志,23.0,228.44
1016,2015-6-2,http://www.010y.com/,firework;katy perry;90;励志,77.0,1839.52
1017,2015-6-20,http://beijing.faxinxi.cn/,借过;容祖儿;90;伤感,32.0,1038.75
1018,2015-7-26,http://www.wanxn.com/,同道中人;张国荣;80;励志,288.0,323.01
1019,2015-7-27,http://www.qiyi123.com/,爱让世界更美;童安格;90;励志,195.0,914.66
1020,2015-4-2,http://bj.454.cn/,一起走过的日子;刘德华;80;伤感,128.0,312.83
1021,2015-5-4,http://www.99inf.com/,my way;张敬轩;90;励志,179.0,1394.54
1022,2015-12-8,http://www.movie.com/bor/12386／,《天将雄师》;2015.2.19;2015.4.6;耀莱文化，华谊兄弟，上海电影集团;李仁港;成龙，约翰·库萨克，阿德里安·布劳迪，崔始源 ，林鹏，王若心，筷子兄弟，西蒙子，冯绍峰，朱佳煜;动作，古装，剧情，历史;票房（万）74430.2 ;,,
1023,2015-12-3,http://www.movie.com/bor/,《一念天堂》;2015.12.31;2016.2.13;天河盛宴，凯德盛世（北京）投资管理有限公司，和云筹(北京)网络科技有限公司;张承;沈腾，马丽，林雪，杜晓宇，王子子，李元鹏;喜剧;票房（万）8279.5 ;5.2 ;,,
